ID,InfoLink,ImageLink,Name,Gender,Color,Breed,Age,Weight,Located,Treated,FemaleGender,AgeYear,AgeMonth,AgeWeek,AgeDay,ShelterSince,Comment,ScrapedOn
A306752,"https://petharbor.com/detail.asp?ID=A306752&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306752&LOCATION=SNCR,zephyr,Female,black & tricolor,border collie mix,1 year,,S 11,False,True,1,,,,2023-11-07,"Meet Zephyr! Zephyr came to the Shelter as a stray so we do not have much history about her life outside the Shelter. She was originally timid when first arriving to the Shelter but has relaxed and staff have observed a more social side to this gal. She has met other dogs at the Shelter and enjoys playing with them. Zephyr can be tactile in play so any resident dogs are recommended to enjoy a rough and tumble, physical play style. Any resident dogs are required to meet at the Shelter prior to adoption. Zephyr will need above average mental and physical stimulation as she is a high energy dog. Adopters should anticipate committing to a positive reinforcement based training to work on life skills such as walking on leash, house training and thoughtful socialization with new people and animals. We do not have any history of Zephyr in a home with kids or cats.",2023-11-16
A306755,"https://petharbor.com/detail.asp?ID=A306755&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306755&LOCATION=SNCR,cody,Male,red & white,australian cattle dog mix,9 months old,40.7,S 03,False,False,,9,,,2023-11-07,"Meet cute little Cody! Cody came into the Shelter as a stray so we do not have any information about his life before the Shelter. Staff have observed that he has been polite, easy to leash up for walks and enjoys playing with toys. Cody has meet other dogs at the Shelter and has enjoyed playing. A home with a  playful resident dog is likely a fit. Adopters will be required to bring any resident dogs to meet prior to adoption. We do not have any history of Cody with cats or children. Cody is a high energy dog that will need above average mental and physical stimulation. Adopters will be required to commit to a positive reinforcement based training to work on life skills and manners such as house training and leash walking.",2023-11-16
A306765,"https://petharbor.com/detail.asp?ID=A306765&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306765&LOCATION=SNCR,tulip,Female,white & red,dachshund min and chihuahua - smooth coated,10 months old,9.25,S 13,False,True,,10,,,2023-11-07,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A306798,"https://petharbor.com/detail.asp?ID=A306798&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306798&LOCATION=SNCR,sweetgum,Male,black,labrador retriever and bouvier des flandres,2 months old,11.75,S 06,False,False,,2,,,2023-11-14,"Meet the lab mix puppies! These puppies came to the Shelter as part of an accidental litter. Their mom is a yellow lab and their father is a bouvier des flandres. These puppies grew up in a home with cats, their mother, and were socialized with family members that came over to visit. They are not yet house trained. As adorable as these puppies are, they will need dedicated adopters to help set them up for success to become good canine citizens. This includes positive reinforcement based training to learn life skills and manners as well as thoughtful socialization to help them grow confident and comfortable with the world around them. A home with another playful dog is likely a fit. Adopters are recommended to bring any resident dogs to meet at the Shelter prior to adoption. These dogs will be large sized dogs estimated between 75 to 90lbs full grown.",2023-11-16
A306862,"https://petharbor.com/detail.asp?ID=A306862&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306862&LOCATION=SNCR,harley,Male,cream & tan,tibetan spaniel,5 years old,,S 36,False,False,5,,,,2023-11-10,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A306931,"https://petharbor.com/detail.asp?ID=A306931&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306931&LOCATION=SNCR,tamera,Female/Spayed,brown & white,rhodesian ridgeback mix,10 years old,51.0,S 01,True,True,10,,,,2023-11-14,"Tamera came to the Shelter as a transfer from our friends at Sacramento SPCA. She had been at the Shelter since August and needed a bit of a change of scenery. Tamera has been an easy keep since arriving at the Shelter. Here is what we know about her from her previous home, our friends at Sacramento SPCA, and our observations at the Shelter:-was indoors in her previous home-house trained-slept in her dog bed at night-left alone for 3 to 4 hours per day and was fine free roaming in the home-favorite activity was walking-knows “sit”, “stay” and “come”-lived with other dogs in her previous home-lived with children in her previous home of various ages-enjoys meeting new people at the Shelter-has been non-reactive to other dogs at the Shelter -enjoys puppachinos!Tamera is ready to enjoy her retirement life in Santa Cruz County. A home with another dog may be a fit. Any resident dogs are required to meet prior to adoption. A home with dog-savvy cats may be a fit with a slow introduction and management. Any kids should meet at the Shelter prior to adoption. Tamera is looking for an adopter to bond with through positive reinforcement based training. She has lots of skills to show off so far but also wants to prove that old dogs CAN learn new tricks! ",2023-11-16
A306932,"https://petharbor.com/detail.asp?ID=A306932&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306932&LOCATION=SNCR,junior mint,Male/Neutered,tan & white,redbone coonhound mix,3 years old,53.0,S 02,True,False,3,,,,2023-11-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A307092,"https://petharbor.com/detail.asp?ID=A307092&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A307092&LOCATION=SNCR,wrinkles,Female,red & white,queensland heeler and australian cattle dog,3 months old,9.5,FOSTER,False,True,,3,,,2023-11-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A307093,"https://petharbor.com/detail.asp?ID=A307093&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A307093&LOCATION=SNCR,lady,Female,red & white,queensland heeler and australian cattle dog,3 months old,13.8,FOSTER,False,True,,3,,,2023-11-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A307094,"https://petharbor.com/detail.asp?ID=A307094&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A307094&LOCATION=SNCR,daisy,Female,red & white,queensland heeler and australian cattle dog,3 months old,12.0,FOSTER,False,True,,3,,,2023-11-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A307096,"https://petharbor.com/detail.asp?ID=A307096&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A307096&LOCATION=SNCR,choco,Male,red & white,queensland heeler and australian cattle dog,3 months old,19.0,FOSTER,False,False,,3,,,2023-11-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A307097,"https://petharbor.com/detail.asp?ID=A307097&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A307097&LOCATION=SNCR,boomer,Male,red & white,queensland heeler and australian cattle dog,3 months old,14.6,FOSTER,False,False,,3,,,2023-11-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A307098,"https://petharbor.com/detail.asp?ID=A307098&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A307098&LOCATION=SNCR,nibbler,Female,red & white,queensland heeler and australian cattle dog,3 months old,13.7,FOSTER,False,True,,3,,,2023-11-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
