ID,InfoLink,ImageLink,Name,Gender,Color,Breed,Age,Weight,Located,Treated,FemaleGender,AgeYear,AgeMonth,AgeWeek,AgeDay,ShelterSince,Comment,ScrapedOn
A307559,"https://petharbor.com/detail.asp?ID=A307559&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=31&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307559&LOCATION=SNCR1,mittens,,white & black,shorthaired rabbit,3 months old,,W F03,,,,3,,,2023-12-05,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-12-07
A307560,"https://petharbor.com/detail.asp?ID=A307560&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=31&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307560&LOCATION=SNCR1,bonnet,,white & brown,shorthaired rabbit,3 months old,,W F11,,,,3,,,2023-12-05,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-12-07
A307561,"https://petharbor.com/detail.asp?ID=A307561&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=31&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307561&LOCATION=SNCR1,parka,,white & brown,shorthaired rabbit,3 months old,,W F10,,,,3,,,2023-12-05,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-12-07
A307595,"https://petharbor.com/detail.asp?ID=A307595&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=31&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307595&LOCATION=SNCR,walnut,Female,brown,shorthaired rabbit,6 months old,4.7,S F50,False,True,,6,,,2023-12-06,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-07
A307667,"https://petharbor.com/detail.asp?ID=A307667&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307667&LOCATION=SNCR,little red,Female,red,chicken,,,S BARN03,False,True,,,,,2023-12-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-12
A307668,"https://petharbor.com/detail.asp?ID=A307668&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307668&LOCATION=SNCR,amber,Female,white,chicken,,,S BARN03,False,True,,,,,2023-12-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-12
A307669,"https://petharbor.com/detail.asp?ID=A307669&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307669&LOCATION=SNCR,hazel,Female,orange,chicken,,,S BARN03,False,True,,,,,2023-12-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-12
A307670,"https://petharbor.com/detail.asp?ID=A307670&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307670&LOCATION=SNCR,auburn,Female,gray,chicken,,,S BARN03,False,True,,,,,2023-12-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-12
A307682,"https://petharbor.com/detail.asp?ID=A307682&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307682&LOCATION=SNCR,scarlet,Female,black & white,chicken,,,S BARN03,False,True,,,,,2023-12-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-12
A307683,"https://petharbor.com/detail.asp?ID=A307683&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307683&LOCATION=SNCR,carmine,Female,black & white,chicken,,,S BARN03,False,True,,,,,2023-12-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-12
A307684,"https://petharbor.com/detail.asp?ID=A307684&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307684&LOCATION=SNCR,velvet,Female,black & white,chicken,,,S BARN03,False,True,,,,,2023-12-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-12
A307685,"https://petharbor.com/detail.asp?ID=A307685&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307685&LOCATION=SNCR,raspberry,Female,black & white,chicken,,,S BARN03,False,True,,,,,2023-12-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-12
A307686,"https://petharbor.com/detail.asp?ID=A307686&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307686&LOCATION=SNCR,coral,Female,orange,chicken,,,S BARN03,False,True,,,,,2023-12-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-12
A307652,"https://petharbor.com/detail.asp?ID=A307652&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=30&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307652&LOCATION=SNCR,rupert,Male,harlequin & black,shorthaired rabbit,,6.7,S F49,False,False,,,,,2023-12-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-14
A307653,"https://petharbor.com/detail.asp?ID=A307653&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=31&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307653&LOCATION=SNCR,norma jean,Female/Spayed,gray,lion head,,5.4,S FER03,True,True,,,,,2023-12-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-16
A307729,"https://petharbor.com/detail.asp?ID=A307729&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307729&LOCATION=SNCR1,umbrella,Female,orange & white,shorthaired rabbit,,,W F09,False,True,,,,,2023-12-13,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-12-17
A307807,"https://petharbor.com/detail.asp?ID=A307807&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307807&LOCATION=SNCR, ,Female,black & white,chicken,,,S BARN03,False,True,,,,,2023-12-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-17
A307655,"https://petharbor.com/detail.asp?ID=A307655&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307655&LOCATION=SNCR,nico,Male/Neutered,black & white,shorthaired rabbit,4 years old,5.12,S FER13,True,False,4,,,,2023-12-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-19
A307755,"https://petharbor.com/detail.asp?ID=A307755&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307755&LOCATION=SNCR,eeyore,Male,tan & black,mini lop,,6.1,S FER05,False,False,,,,,2023-12-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-19
A307756,"https://petharbor.com/detail.asp?ID=A307756&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307756&LOCATION=SNCR,elsa,Female,tan & black,mini lop,,6.4,S FER09,False,True,,,,,2023-12-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-19
A307789,"https://petharbor.com/detail.asp?ID=A307789&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307789&LOCATION=SNCR,sky,,blue,parakeet,3 years old,,S EXOTICS,,,3,,,,2023-12-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-19
A307757,"https://petharbor.com/detail.asp?ID=A307757&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=26&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307757&LOCATION=SNCR,soup,Male,gray,french lop mix,,6.0,S DH02,False,False,,,,,2023-12-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-22
A307759,"https://petharbor.com/detail.asp?ID=A307759&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=26&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307759&LOCATION=SNCR,hot apple cider,Male,gray & white,french lop mix,,5.0,S DH02,False,False,,,,,2023-12-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-22
A307760,"https://petharbor.com/detail.asp?ID=A307760&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=26&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307760&LOCATION=SNCR,peppermint bark,Male,gray & white,french lop mix,,6.0,S DH02,False,False,,,,,2023-12-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-22
A307782,"https://petharbor.com/detail.asp?ID=A307782&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=26&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307782&LOCATION=SNCR,pajamas,Male,white & gray,french lop mix,,6.0,S DH02,False,False,,,,,2023-12-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-22
A307783,"https://petharbor.com/detail.asp?ID=A307783&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=26&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307783&LOCATION=SNCR,solstice,Female,white & gray,french lop mix,,6.0,S DH01,False,True,,,,,2023-12-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-22
A307784,"https://petharbor.com/detail.asp?ID=A307784&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=26&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307784&LOCATION=SNCR,frost,Female,gray,french lop mix,,1.09,S DH01,False,True,,,,,2023-12-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-22
A307785,"https://petharbor.com/detail.asp?ID=A307785&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=26&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307785&LOCATION=SNCR,cozy,Female,white & gray,french lop mix,,3.1,S DH01,False,True,,,,,2023-12-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-22
A307791,"https://petharbor.com/detail.asp?ID=A307791&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=13&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307791&LOCATION=SNCR,vassilis,Male,white,chicken,,,S BARN,False,False,,,,,2023-12-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-25
A307838,"https://petharbor.com/detail.asp?ID=A307838&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=13&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307838&LOCATION=SNCR,hank,Male,red,chicken,,,S BARN,False,False,,,,,2023-12-19,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-25
A307912,"https://petharbor.com/detail.asp?ID=A307912&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=13&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307912&LOCATION=SNCR,aaru,Male,black,chicken,6 months old,,S BARN,False,False,,6,,,2023-12-23,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-25
A307943,"https://petharbor.com/detail.asp?ID=A307943&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=15&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307943&LOCATION=SNCR1,cinnabun,Male,white & brown,mini lop,,,W F02,False,False,,,,,2023-12-26,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-12-26
A308053,"https://petharbor.com/detail.asp?ID=A308053&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=15&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308053&LOCATION=SNCR,meadow,Male/Neutered,cream,shorthaired rabbit and rex,,3.7,S H09,True,False,,,,,2023-12-29,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-02
A308121,"https://petharbor.com/detail.asp?ID=A308121&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=15&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308121&LOCATION=SNCR,mr b,Male,black & gray,chicken,,,S BARN03,False,False,,,,,2024-01-02,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-02
A307952,"https://petharbor.com/detail.asp?ID=A307952&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=17&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307952&LOCATION=SNCR,bianco,,white,dove,,,S EXOTICS,,,,,,,2023-12-26,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-04
A308115,"https://petharbor.com/detail.asp?ID=A308115&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=17&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308115&LOCATION=SNCR,pascal,Male,gray,chicken,6 months old,,S BARN04,False,False,,6,,,2024-01-02,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-04
A308192,"https://petharbor.com/detail.asp?ID=A308192&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308192&LOCATION=SNCR,benny,Male,black & white,chicken,,,S BARN02,False,False,,,,,2024-01-04,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-07
A308237,"https://petharbor.com/detail.asp?ID=A308237&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308237&LOCATION=SNCR,miso,Male,cream,hamster,2 years,,S EXOTICS,False,False,2,,,,2024-01-06,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-07
A308120,"https://petharbor.com/detail.asp?ID=A308120&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308120&LOCATION=SNCR,dice,Male,black & white,shorthaired rabbit,,,S H02,False,False,,,,,2024-01-02,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-08
